,0,1,2
1391, Special Operations OPSEC Education Fund,"""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods.",Mostly False
1392, Ultraviolet,"Paul Ryan would ""outlaw in vitro fertilization.""",Half-True
1393,Barack Obama,"Says Mitt Romney and Paul Ryan ""want to turn Medicare into a voucher system.""",Mostly True
1394,Mitt Romney,"Says Barack Obama ""robbed Medicare (of) $716 billion to pay for ... Obamacare.""",Mostly False
1395,Stephanie Cutter,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,True
1396,Barack Obama,"Says Mitt Romney ""wants to end tax credits for wind producers.""",True
1397, American Future Fund,"Says U.S. Rep. Martin Heinrich ""spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.""",False
1398,Barack Obama,"""We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious 'Son of Boss' tax scandal, one of the largest tax avoidance schemes in history.""",Half-True
1399, American Principles in Action,"Says Barack Obama ""has deported more people than any other president in this country's history.""",Half-True
1400,Barack Obama,"Says Mitt Romney ""paid only 14 percent in taxes  probably less than you.""",Half-True
1401,Jay Carney,"""Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.""",False
1402, Priorities USA Action,Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.,False
1403,Mitt Romney,"""In June, jobless ranks were higher in nearly 90 percent of U.S. cities.""",Mostly False
1404,Barack Obama,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,True
1405,Mitt Romney,"""Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.""",Pants on Fire!
1406,Mitt Romney,"Says Obama ""refuses to recognize Jerusalem"" as the capital of Israel.",Half-True
1407,Mitt Romney,"""As president, Barack Obama has never visited Israel.""",True
1408,Barack Obama,"Says Romney would add ""trillions"" to the deficit while Obama would ""cut the deficit by $4 trillion.""",Half-True
1409,Harry Reid,Says Mitt Romney did not pay taxes for 10 years.,Pants on Fire!
1410,Barack Obama,"Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.""",Mostly True
1411, Republican Jewish Coalition,"""One out of every two kids who are graduating college right now can't find a job.""",Mostly True
1412, Americans For Tax Reform,"""U.S. Olympic medal winners will owe up to $9,000 to the IRS.""",Mostly False
1413,Bill Clinton,"Its ""typical"" for a presidential candidate to release 10 or 11 years of tax returns.",Half-True
1414,Bernie Sanders,"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",True
1415,Mitt Romney,"President Ronald Reagan sent troops into conflict ""only in one circumstance, which was in Grenada  We were in a peacekeeping setting in Lebanon.""",Mostly False
1416,Mike Huckabee,"""The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.""",Mostly False
1417, Priorities USA Action,Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.,Mostly False
1418,Mitt Romney,"President Obama was saying success ""is the result of government,"" not ""hard-working people,"" when he said, ""If you've got a business, you didn't build that. Somebody else made that happen.""",False
1419, Priorities USA Action,"Says India ""gained jobs thanks to Romney.""",Half-True
1420, Priorities USA Action,"""Thousands (in China) owe their jobs to Mitt Romney's companies.""",Half-True
1421,Barack Obama,"Says Mitt Romney ""backed a bill that outlaws all abortions, even in cases of rape and incest.""",Pants on Fire!
1422,Michael Bloomberg,"""There's a loophole where you can sell guns without a background check  40 percent of guns are sold that way"" at gun shows and over the Internet.",Half-True
1423, Chain email,"The health care law includes ""a 3.8% sales tax"" on ""all real estate transactions.""",Pants on Fire!
1424,Barack Obama,"""Gov. Romney's plan would cut taxes for the folks at the very top.""",Mostly True
1425, Facebook posts,"""USA is #1 in gun violence.""",Half-True
1426,Mitt Romney,"Stimulus dollars paid for ""windmills from China.""",Mostly False
1427, Facebook posts,"""Nearly 100,000 people get shot every year. That's 270 people a day and 87 dead.""",Mostly True
1428,Mitt Romney,"The Obama administration ""has been outsourcing"" by sending money to ""solar and wind energy companies that end up making their products outside the United States.""",Half-True
1429,Mitt Romney,Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,False
1430, Republican National Committee,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",True
1431,Rush Limbaugh,"Says it's not ""accidental"" that the villain in the Batman movie is named Bane.",Pants on Fire!
1432,Barack Obama,"Says Mitt Romneys carried interest income was a tax ""trick.""",Mostly False
1433,Mitt Romney,"""When I was governor, not only did test scores improve  we also narrowed the achievement gap.""",Half-True
1434,Barack Obama,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",True
1435,Barack Obama,"Says Mitt Romney ""had millions in a Swiss bank account.""",True
1436,Steve Doocy,"""If you make more than $250,000 a year  you only really take home about $125,000.""",False
1437,Barack Obama,"""Mitt Romney's companies were pioneers in outsourcing U.S. jobs to low-wage countries.""",Half-True
1438,Jeff Duncan,"""83% of doctors have considered leaving the profession because of #Obamacare.""",False
1439, Secure America Now,"""For his first interview as president, Barack Obama chose Arab TV for an apology.""",Mostly False
1440,Robert Gibbs,"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",True
1441, Americans for Prosperity,"Montana Democratic Sen. Jon Tester is ""the largest recipient of lobbyist money.""",Half-True
1442, Facebook posts,"""75 percent of the Obamacare tax falls on the middle class.""",False
1443,Mitt Romney,""" Obamacare puts the federal government between you and your doctor.""",False
1444,Nancy  Pelosi,"Under the health care law, ""everybody will have lower rates, better quality care and better access.""",False
1445,Mitt Romney,"The Supreme Court said the individual mandate ""is a tax. So it's a tax.""",Mostly True
1446,John Boehner,"The United States has ""the best health care delivery system in the world.""",Half-True
1447, Facebook posts,"""In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.""",Mostly False
1448,Mitt Romney,Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.,False
1449,Barack Obama,"""If you're one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.""",Half-True
1450,Mitt Romney,"""Obamacare  means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.""",False
1451,Mitt Romney,"""Obamacare adds trillions to our deficits and to our national debt.""",False
1452,Sarah Palin,"Obama ""said (the individual mandate) wasn't a tax.""",True
1453,Rush Limbaugh,"""Obamacare is . . . the largest tax increase in the history of the world.""",Pants on Fire!
1454,Barack Obama,"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.""",Mostly True
1455, Chain email,"Says ""a lip-reading instructor at the River School, a Washington, D.C., school for the deaf"" has determined that during 9/11 ceremonies, Michelle Obama said, ""All this for a damn flag.""",Pants on Fire!
1456,David Plouffe,"""Gov. Romney was very clear, he would veto the DREAM Act.""",True
1457, Facebook posts,"""Nearly 60% of all occupants of HUD properties in U.S. are illegals.""",Pants on Fire!
1458,Barack Obama,"""Women (are) paid 77 cents on the dollar for doing the same work as men.""",Mostly False
1459, Facebook posts,"""Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.""",Mostly False
